TABLESPACE_NAME,SIZE_GB,USED_GB,USED_PERCENT,COLLECTION_TIME,THRESHOLD
AUDIT_DATA,209715100,6400,0,12-03-2025 07:20,80
TEMP,125829060,2432,0,12-03-2025 07:20,80
TOOLS,88080342,8232,0,12-03-2025 07:20,80
USERS,4194302,2832,0,12-03-2025 07:20,80
WORK,12582906,384,0,12-03-2025 07:20,80
MONDB_H,16777208,2440,0,12-03-2025 07:20,80
XDB,12582906,384,0,12-03-2025 07:20,80
SYSAUX,8388604,4910686,59,12-03-2025 08:20,80
SYSTEM,12582906,2809200,22,12-03-2025 08:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 08:20,80
UNDOTBS1,41943020,466184,1,12-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 08:20,80
TEMP,125829060,3200,0,12-03-2025 08:20,80
TOOLS,88080342,8232,0,12-03-2025 08:20,80
USERS,4194302,2832,0,12-03-2025 08:20,80
WORK,12582906,384,0,12-03-2025 08:20,80
MONDB_H,16777208,2440,0,12-03-2025 08:20,80
XDB,12582906,384,0,12-03-2025 08:20,80
SYSAUX,8388604,4906174,58,12-03-2025 09:20,80
SYSTEM,12582906,2809208,22,12-03-2025 09:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 09:20,80
UNDOTBS1,41943020,323472,1,12-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 09:20,80
TEMP,125829060,6144,0,12-03-2025 09:20,80
TOOLS,88080342,8232,0,12-03-2025 09:20,80
USERS,4194302,2832,0,12-03-2025 09:20,80
WORK,12582906,384,0,12-03-2025 09:20,80
MONDB_H,16777208,2440,0,12-03-2025 09:20,80
XDB,12582906,384,0,12-03-2025 09:20,80
SYSAUX,8388604,4907918,59,12-03-2025 10:20,80
SYSTEM,12582906,2809208,22,12-03-2025 10:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 10:20,80
UNDOTBS1,41943020,290312,1,12-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 10:20,80
TEMP,125829060,7680,0,12-03-2025 10:20,80
TOOLS,88080342,8232,0,12-03-2025 10:20,80
USERS,4194302,2832,0,12-03-2025 10:20,80
WORK,12582906,384,0,12-03-2025 10:20,80
MONDB_H,16777208,2440,0,12-03-2025 10:20,80
XDB,12582906,384,0,12-03-2025 10:20,80
SYSAUX,8388604,4908198,59,12-03-2025 11:20,80
SYSTEM,12582906,2809208,22,12-03-2025 11:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 11:20,80
UNDOTBS1,41943020,438936,1,12-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 11:20,80
TEMP,125829060,8960,0,12-03-2025 11:20,80
TOOLS,88080342,8232,0,12-03-2025 11:20,80
USERS,4194302,2832,0,12-03-2025 11:20,80
WORK,12582906,384,0,12-03-2025 11:20,80
MONDB_H,16777208,2440,0,12-03-2025 11:20,80
XDB,12582906,384,0,12-03-2025 11:20,80
SYSAUX,8388604,4909366,59,12-03-2025 12:20,80
SYSTEM,12582906,2809208,22,12-03-2025 12:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 12:20,80
UNDOTBS1,41943020,495128,1,12-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 12:20,80
TEMP,125829060,10752,0,12-03-2025 12:20,80
TOOLS,88080342,8232,0,12-03-2025 12:20,80
USERS,4194302,2832,0,12-03-2025 12:20,80
WORK,12582906,384,0,12-03-2025 12:20,80
MONDB_H,16777208,2440,0,12-03-2025 12:20,80
XDB,12582906,384,0,12-03-2025 12:20,80
SYSAUX,8388604,4909686,59,12-03-2025 13:20,80
SYSTEM,12582906,2809208,22,12-03-2025 13:20,75
UNDOTBS1,41943020,2015384,5,12-03-2025 13:20,80
PERF_TBS,83886040,1773184,2,12-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 13:20,80
TEMP,125829060,10752,0,12-03-2025 13:20,80
TOOLS,88080342,8232,0,12-03-2025 13:20,80
USERS,4194302,2832,0,12-03-2025 13:20,80
WORK,12582906,384,0,12-03-2025 13:20,80
MONDB_H,16777208,2440,0,12-03-2025 13:20,80
XDB,12582906,384,0,12-03-2025 13:20,80
SYSAUX,8388604,4910214,59,12-03-2025 14:20,80
SYSTEM,12582906,2809208,22,12-03-2025 14:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 14:20,80
UNDOTBS1,41943020,604416,1,12-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 14:20,80
TEMP,125829060,11008,0,12-03-2025 14:20,80
TOOLS,88080342,8232,0,12-03-2025 14:20,80
USERS,4194302,2832,0,12-03-2025 14:20,80
WORK,12582906,384,0,12-03-2025 14:20,80
MONDB_H,16777208,2440,0,12-03-2025 14:20,80
XDB,12582906,384,0,12-03-2025 14:20,80
SYSAUX,8388604,4910502,59,12-03-2025 15:20,80
SYSTEM,12582906,2809208,22,12-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 15:20,80
UNDOTBS1,41943020,506496,1,12-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 15:20,80
TEMP,125829060,11392,0,12-03-2025 15:20,80
TOOLS,88080342,8232,0,12-03-2025 15:20,80
USERS,4194302,2832,0,12-03-2025 15:20,80
WORK,12582906,384,0,12-03-2025 15:20,80
MONDB_H,16777208,2440,0,12-03-2025 15:20,80
XDB,12582906,384,0,12-03-2025 15:20,80
SYSAUX,8388604,4911558,59,12-03-2025 16:20,80
SYSTEM,12582906,2809208,22,12-03-2025 16:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 16:20,80
UNDOTBS1,41943020,468992,1,12-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 16:20,80
TEMP,125829060,11520,0,12-03-2025 16:20,80
TOOLS,88080342,8232,0,12-03-2025 16:20,80
USERS,4194302,2832,0,12-03-2025 16:20,80
WORK,12582906,384,0,12-03-2025 16:20,80
MONDB_H,16777208,2440,0,12-03-2025 16:20,80
XDB,12582906,384,0,12-03-2025 16:20,80
SYSAUX,8388604,4912854,59,12-03-2025 17:20,80
SYSTEM,12582906,2809208,22,12-03-2025 17:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 17:20,80
UNDOTBS1,41943020,390272,1,12-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 17:20,80
TEMP,125829060,11520,0,12-03-2025 17:20,80
TOOLS,88080342,8232,0,12-03-2025 17:20,80
USERS,4194302,2832,0,12-03-2025 17:20,80
WORK,12582906,384,0,12-03-2025 17:20,80
MONDB_H,16777208,2440,0,12-03-2025 17:20,80
XDB,12582906,384,0,12-03-2025 17:20,80
SYSAUX,8388604,4913134,59,12-03-2025 18:20,80
SYSTEM,12582906,2809208,22,12-03-2025 18:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 18:20,80
UNDOTBS1,41943020,339328,1,12-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 18:20,80
TEMP,125829060,12160,0,12-03-2025 18:20,80
TOOLS,88080342,8232,0,12-03-2025 18:20,80
USERS,4194302,2832,0,12-03-2025 18:20,80
WORK,12582906,384,0,12-03-2025 18:20,80
MONDB_H,16777208,2440,0,12-03-2025 18:20,80
XDB,12582906,384,0,12-03-2025 18:20,80
SYSAUX,8388604,4913654,59,12-03-2025 19:20,80
SYSTEM,12582906,2809208,22,12-03-2025 19:20,75
PERF_TBS,83886040,1773184,2,12-03-2025 19:20,80
UNDOTBS1,41943020,645640,2,12-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,12-03-2025 19:20,80
TEMP,125829060,12288,0,12-03-2025 19:20,80
TOOLS,88080342,8232,0,12-03-2025 19:20,80
USERS,4194302,2832,0,12-03-2025 19:20,80
WORK,12582906,384,0,12-03-2025 19:20,80
MONDB_H,16777208,2440,0,12-03-2025 19:20,80
XDB,12582906,384,0,12-03-2025 19:20,80
SYSAUX,8388604,4917966,59,13-03-2025 02:20,80
SYSTEM,12582906,2809208,22,13-03-2025 02:20,75
UNDOTBS1,41943020,1654400,4,13-03-2025 02:20,80
PERF_TBS,83886040,1773184,2,13-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 02:20,80
TEMP,125829060,397952,0,13-03-2025 02:20,80
TOOLS,88080342,8232,0,13-03-2025 02:20,80
USERS,4194302,2832,0,13-03-2025 02:20,80
WORK,12582906,384,0,13-03-2025 02:20,80
MONDB_H,16777208,2440,0,13-03-2025 02:20,80
XDB,12582906,384,0,13-03-2025 02:20,80
SYSAUX,8388604,4916262,59,13-03-2025 03:20,80
SYSTEM,12582906,2809208,22,13-03-2025 03:20,75
UNDOTBS1,41943020,2284800,5,13-03-2025 03:20,80
PERF_TBS,83886040,1773184,2,13-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 03:20,80
TEMP,125829060,2304,0,13-03-2025 03:20,80
TOOLS,88080342,8232,0,13-03-2025 03:20,80
USERS,4194302,2832,0,13-03-2025 03:20,80
WORK,12582906,384,0,13-03-2025 03:20,80
MONDB_H,16777208,2440,0,13-03-2025 03:20,80
XDB,12582906,384,0,13-03-2025 03:20,80
SYSAUX,8388604,4917222,59,13-03-2025 04:20,80
SYSTEM,12582906,2809208,22,13-03-2025 04:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 04:20,80
UNDOTBS1,41943020,766976,2,13-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 04:20,80
TEMP,125829060,2816,0,13-03-2025 04:20,80
TOOLS,88080342,8232,0,13-03-2025 04:20,80
USERS,4194302,2832,0,13-03-2025 04:20,80
WORK,12582906,384,0,13-03-2025 04:20,80
MONDB_H,16777208,2440,0,13-03-2025 04:20,80
XDB,12582906,384,0,13-03-2025 04:20,80
SYSAUX,8388604,4919054,59,13-03-2025 05:20,80
SYSTEM,12582906,2809208,22,13-03-2025 05:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 05:20,80
UNDOTBS1,41943020,567424,1,13-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 05:20,80
TEMP,125829060,3456,0,13-03-2025 05:20,80
TOOLS,88080342,8232,0,13-03-2025 05:20,80
USERS,4194302,2832,0,13-03-2025 05:20,80
WORK,12582906,384,0,13-03-2025 05:20,80
MONDB_H,16777208,2440,0,13-03-2025 05:20,80
XDB,12582906,384,0,13-03-2025 05:20,80
SYSAUX,8388604,4920238,59,13-03-2025 06:20,80
SYSTEM,12582906,2809208,22,13-03-2025 06:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 06:20,80
UNDOTBS1,41943020,419200,1,13-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 06:20,80
TEMP,125829060,3712,0,13-03-2025 06:20,80
TOOLS,88080342,8232,0,13-03-2025 06:20,80
USERS,4194302,2832,0,13-03-2025 06:20,80
WORK,12582906,384,0,13-03-2025 06:20,80
MONDB_H,16777208,2440,0,13-03-2025 06:20,80
XDB,12582906,384,0,13-03-2025 06:20,80
SYSAUX,8388604,4920534,59,13-03-2025 07:20,80
SYSTEM,12582906,2809208,22,13-03-2025 07:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 07:20,80
UNDOTBS1,41943020,540168,1,13-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 07:20,80
TEMP,125829060,119168,0,13-03-2025 07:20,80
TOOLS,88080342,8232,0,13-03-2025 07:20,80
USERS,4194302,2832,0,13-03-2025 07:20,80
WORK,12582906,384,0,13-03-2025 07:20,80
MONDB_H,16777208,2440,0,13-03-2025 07:20,80
XDB,12582906,384,0,13-03-2025 07:20,80
SYSAUX,8388604,4920934,59,13-03-2025 08:20,80
SYSTEM,12582906,2809208,22,13-03-2025 08:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 08:20,80
UNDOTBS1,41943020,379776,1,13-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 08:20,80
TEMP,125829060,4992,0,13-03-2025 08:20,80
TOOLS,88080342,8232,0,13-03-2025 08:20,80
USERS,4194302,2832,0,13-03-2025 08:20,80
WORK,12582906,384,0,13-03-2025 08:20,80
MONDB_H,16777208,2440,0,13-03-2025 08:20,80
XDB,12582906,384,0,13-03-2025 08:20,80
SYSAUX,8388604,4919982,59,13-03-2025 09:20,80
SYSTEM,12582906,2809208,22,13-03-2025 09:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 09:20,80
UNDOTBS1,41943020,393096,1,13-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 09:20,80
TEMP,125829060,6656,0,13-03-2025 09:20,80
TOOLS,88080342,8232,0,13-03-2025 09:20,80
USERS,4194302,2832,0,13-03-2025 09:20,80
WORK,12582906,384,0,13-03-2025 09:20,80
MONDB_H,16777208,2440,0,13-03-2025 09:20,80
XDB,12582906,384,0,13-03-2025 09:20,80
SYSAUX,8388604,4920126,59,13-03-2025 10:20,80
SYSTEM,12582906,2809208,22,13-03-2025 10:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 10:20,80
UNDOTBS1,41943020,367872,1,13-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 10:20,80
TEMP,125829060,8832,0,13-03-2025 10:20,80
TOOLS,88080342,8232,0,13-03-2025 10:20,80
USERS,4194302,2832,0,13-03-2025 10:20,80
WORK,12582906,384,0,13-03-2025 10:20,80
MONDB_H,16777208,2440,0,13-03-2025 10:20,80
XDB,12582906,384,0,13-03-2025 10:20,80
SYSAUX,8388604,4920398,59,13-03-2025 11:20,80
SYSTEM,12582906,2809208,22,13-03-2025 11:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 11:20,80
UNDOTBS1,41943020,439568,1,13-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 11:20,80
TEMP,125829060,11520,0,13-03-2025 11:20,80
TOOLS,88080342,8232,0,13-03-2025 11:20,80
USERS,4194302,2832,0,13-03-2025 11:20,80
WORK,12582906,384,0,13-03-2025 11:20,80
MONDB_H,16777208,2440,0,13-03-2025 11:20,80
XDB,12582906,384,0,13-03-2025 11:20,80
SYSAUX,8388604,4921054,59,13-03-2025 12:20,80
SYSTEM,12582906,2809208,22,13-03-2025 12:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 12:20,80
UNDOTBS1,41943020,485888,1,13-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 12:20,80
TEMP,125829060,11776,0,13-03-2025 12:20,80
TOOLS,88080342,8232,0,13-03-2025 12:20,80
USERS,4194302,2832,0,13-03-2025 12:20,80
WORK,12582906,384,0,13-03-2025 12:20,80
MONDB_H,16777208,2440,0,13-03-2025 12:20,80
XDB,12582906,384,0,13-03-2025 12:20,80
SYSAUX,8388604,4923254,59,13-03-2025 13:20,80
SYSTEM,12582906,2809208,22,13-03-2025 13:20,75
UNDOTBS1,41943020,1512960,4,13-03-2025 13:20,80
PERF_TBS,83886040,1773184,2,13-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 13:20,80
TEMP,125829060,12160,0,13-03-2025 13:20,80
TOOLS,88080342,8232,0,13-03-2025 13:20,80
USERS,4194302,2832,0,13-03-2025 13:20,80
WORK,12582906,384,0,13-03-2025 13:20,80
MONDB_H,16777208,2440,0,13-03-2025 13:20,80
XDB,12582906,384,0,13-03-2025 13:20,80
SYSAUX,8388604,4923534,59,13-03-2025 14:20,80
SYSTEM,12582906,2809208,22,13-03-2025 14:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 14:20,80
UNDOTBS1,41943020,620288,1,13-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 14:20,80
TEMP,125829060,12288,0,13-03-2025 14:20,80
TOOLS,88080342,8232,0,13-03-2025 14:20,80
USERS,4194302,2832,0,13-03-2025 14:20,80
WORK,12582906,384,0,13-03-2025 14:20,80
MONDB_H,16777208,2440,0,13-03-2025 14:20,80
XDB,12582906,384,0,13-03-2025 14:20,80
SYSAUX,8388604,4924054,59,13-03-2025 15:20,80
SYSTEM,12582906,2809208,22,13-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 15:20,80
UNDOTBS1,41943020,509440,1,13-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 15:20,80
TEMP,125829060,12672,0,13-03-2025 15:20,80
TOOLS,88080342,8232,0,13-03-2025 15:20,80
USERS,4194302,2832,0,13-03-2025 15:20,80
WORK,12582906,384,0,13-03-2025 15:20,80
MONDB_H,16777208,2440,0,13-03-2025 15:20,80
XDB,12582906,384,0,13-03-2025 15:20,80
SYSAUX,8388604,4924454,59,13-03-2025 16:20,80
SYSTEM,12582906,2809208,22,13-03-2025 16:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 16:20,80
UNDOTBS1,41943020,438280,1,13-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 16:20,80
TEMP,125829060,12800,0,13-03-2025 16:20,80
TOOLS,88080342,8232,0,13-03-2025 16:20,80
USERS,4194302,2832,0,13-03-2025 16:20,80
WORK,12582906,384,0,13-03-2025 16:20,80
MONDB_H,16777208,2440,0,13-03-2025 16:20,80
XDB,12582906,384,0,13-03-2025 16:20,80
SYSAUX,8388604,4924718,59,13-03-2025 17:20,80
SYSTEM,12582906,2809208,22,13-03-2025 17:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 17:20,80
UNDOTBS1,41943020,423424,1,13-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 17:20,80
TEMP,125829060,13440,0,13-03-2025 17:20,80
TOOLS,88080342,8232,0,13-03-2025 17:20,80
USERS,4194302,2832,0,13-03-2025 17:20,80
WORK,12582906,384,0,13-03-2025 17:20,80
MONDB_H,16777208,2440,0,13-03-2025 17:20,80
XDB,12582906,384,0,13-03-2025 17:20,80
SYSAUX,8388604,4925870,59,13-03-2025 18:20,80
SYSTEM,12582906,2809208,22,13-03-2025 18:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 18:20,80
UNDOTBS1,41943020,350720,1,13-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 18:20,80
TEMP,125829060,14464,0,13-03-2025 18:20,80
TOOLS,88080342,8232,0,13-03-2025 18:20,80
USERS,4194302,2832,0,13-03-2025 18:20,80
WORK,12582906,384,0,13-03-2025 18:20,80
MONDB_H,16777208,2440,0,13-03-2025 18:20,80
XDB,12582906,384,0,13-03-2025 18:20,80
SYSAUX,8388604,4926262,59,13-03-2025 19:20,80
SYSTEM,12582906,2809208,22,13-03-2025 19:20,75
PERF_TBS,83886040,1773184,2,13-03-2025 19:20,80
UNDOTBS1,41943020,584960,1,13-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,13-03-2025 19:20,80
TEMP,125829060,14464,0,13-03-2025 19:20,80
TOOLS,88080342,8232,0,13-03-2025 19:20,80
USERS,4194302,2832,0,13-03-2025 19:20,80
WORK,12582906,384,0,13-03-2025 19:20,80
MONDB_H,16777208,2440,0,13-03-2025 19:20,80
XDB,12582906,384,0,13-03-2025 19:20,80
SYSAUX,8388604,4930134,59,14-03-2025 02:20,80
SYSTEM,12582906,2809208,22,14-03-2025 02:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 02:20,80
UNDOTBS1,41943020,459392,1,14-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 02:20,80
TEMP,125829060,896,0,14-03-2025 02:20,80
TOOLS,88080342,8232,0,14-03-2025 02:20,80
USERS,4194302,2832,0,14-03-2025 02:20,80
WORK,12582906,384,0,14-03-2025 02:20,80
MONDB_H,16777208,2440,0,14-03-2025 02:20,80
XDB,12582906,384,0,14-03-2025 02:20,80
SYSAUX,8388604,4928734,59,14-03-2025 03:20,80
SYSTEM,12582906,2809208,22,14-03-2025 03:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 03:20,80
UNDOTBS1,41943020,342912,1,14-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 03:20,80
TEMP,125829060,1920,0,14-03-2025 03:20,80
TOOLS,88080342,8232,0,14-03-2025 03:20,80
USERS,4194302,2832,0,14-03-2025 03:20,80
WORK,12582906,384,0,14-03-2025 03:20,80
MONDB_H,16777208,2440,0,14-03-2025 03:20,80
XDB,12582906,384,0,14-03-2025 03:20,80
SYSAUX,8388604,4929182,59,14-03-2025 04:20,80
SYSTEM,12582906,2809208,22,14-03-2025 04:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 04:20,80
UNDOTBS1,41943020,316672,1,14-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 04:20,80
TEMP,125829060,2176,0,14-03-2025 04:20,80
TOOLS,88080342,8232,0,14-03-2025 04:20,80
USERS,4194302,2832,0,14-03-2025 04:20,80
WORK,12582906,384,0,14-03-2025 04:20,80
MONDB_H,16777208,2440,0,14-03-2025 04:20,80
XDB,12582906,384,0,14-03-2025 04:20,80
SYSAUX,8388604,4929918,59,14-03-2025 05:20,80
SYSTEM,12582906,2809208,22,14-03-2025 05:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 05:20,80
UNDOTBS1,41943020,396680,1,14-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 05:20,80
TEMP,125829060,3328,0,14-03-2025 05:20,80
TOOLS,88080342,8232,0,14-03-2025 05:20,80
USERS,4194302,2832,0,14-03-2025 05:20,80
WORK,12582906,384,0,14-03-2025 05:20,80
MONDB_H,16777208,2440,0,14-03-2025 05:20,80
XDB,12582906,384,0,14-03-2025 05:20,80
SYSAUX,8388604,4930454,59,14-03-2025 06:20,80
SYSTEM,12582906,2809208,22,14-03-2025 06:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 06:20,80
UNDOTBS1,41943020,294280,1,14-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 06:20,80
TEMP,125829060,3072,0,14-03-2025 06:20,80
TOOLS,88080342,8232,0,14-03-2025 06:20,80
USERS,4194302,2832,0,14-03-2025 06:20,80
WORK,12582906,384,0,14-03-2025 06:20,80
MONDB_H,16777208,2440,0,14-03-2025 06:20,80
XDB,12582906,384,0,14-03-2025 06:20,80
SYSAUX,8388604,4930974,59,14-03-2025 07:20,80
SYSTEM,12582906,2809208,22,14-03-2025 07:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 07:20,80
UNDOTBS1,41943020,295176,1,14-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 07:20,80
TEMP,125829060,3328,0,14-03-2025 07:20,80
TOOLS,88080342,8232,0,14-03-2025 07:20,80
USERS,4194302,2832,0,14-03-2025 07:20,80
WORK,12582906,384,0,14-03-2025 07:20,80
MONDB_H,16777208,2440,0,14-03-2025 07:20,80
XDB,12582906,384,0,14-03-2025 07:20,80
SYSAUX,8388604,4931462,59,14-03-2025 08:20,80
SYSTEM,12582906,2809208,22,14-03-2025 08:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 08:20,80
UNDOTBS1,41943020,265600,1,14-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 08:20,80
TEMP,125829060,4864,0,14-03-2025 08:20,80
TOOLS,88080342,8232,0,14-03-2025 08:20,80
USERS,4194302,2832,0,14-03-2025 08:20,80
WORK,12582906,384,0,14-03-2025 08:20,80
MONDB_H,16777208,2440,0,14-03-2025 08:20,80
XDB,12582906,384,0,14-03-2025 08:20,80
SYSAUX,8388604,4930814,59,14-03-2025 09:20,80
SYSTEM,12582906,2809208,22,14-03-2025 09:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 09:20,80
UNDOTBS1,41943020,304896,1,14-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 09:20,80
TEMP,125829060,5376,0,14-03-2025 09:20,80
TOOLS,88080342,8232,0,14-03-2025 09:20,80
USERS,4194302,2832,0,14-03-2025 09:20,80
WORK,12582906,384,0,14-03-2025 09:20,80
MONDB_H,16777208,2440,0,14-03-2025 09:20,80
XDB,12582906,384,0,14-03-2025 09:20,80
SYSAUX,8388604,4931606,59,14-03-2025 10:20,80
SYSTEM,12582906,2809208,22,14-03-2025 10:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 10:20,80
UNDOTBS1,41943020,299392,1,14-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 10:20,80
TEMP,125829060,6784,0,14-03-2025 10:20,80
TOOLS,88080342,8232,0,14-03-2025 10:20,80
USERS,4194302,2832,0,14-03-2025 10:20,80
WORK,12582906,384,0,14-03-2025 10:20,80
MONDB_H,16777208,2440,0,14-03-2025 10:20,80
XDB,12582906,384,0,14-03-2025 10:20,80
SYSAUX,8388604,4932302,59,14-03-2025 11:20,80
SYSTEM,12582906,2809208,22,14-03-2025 11:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 11:20,80
UNDOTBS1,41943020,413336,1,14-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 11:20,80
TEMP,125829060,8448,0,14-03-2025 11:20,80
TOOLS,88080342,8232,0,14-03-2025 11:20,80
USERS,4194302,2832,0,14-03-2025 11:20,80
WORK,12582906,384,0,14-03-2025 11:20,80
MONDB_H,16777208,2440,0,14-03-2025 11:20,80
XDB,12582906,384,0,14-03-2025 11:20,80
SYSAUX,8388604,4933878,59,14-03-2025 12:20,80
SYSTEM,12582906,2809208,22,14-03-2025 12:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 12:20,80
UNDOTBS1,41943020,558600,1,14-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 12:20,80
TEMP,125829060,9728,0,14-03-2025 12:20,80
TOOLS,88080342,8232,0,14-03-2025 12:20,80
USERS,4194302,2832,0,14-03-2025 12:20,80
WORK,12582906,384,0,14-03-2025 12:20,80
MONDB_H,16777208,2440,0,14-03-2025 12:20,80
XDB,12582906,384,0,14-03-2025 12:20,80
SYSAUX,8388604,4934582,59,14-03-2025 13:20,80
SYSTEM,12582906,2809208,22,14-03-2025 13:20,75
UNDOTBS1,41943020,1718536,4,14-03-2025 13:20,80
PERF_TBS,83886040,1773184,2,14-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 13:20,80
TEMP,125829060,191232,0,14-03-2025 13:20,80
TOOLS,88080342,8232,0,14-03-2025 13:20,80
USERS,4194302,2832,0,14-03-2025 13:20,80
WORK,12582906,384,0,14-03-2025 13:20,80
MONDB_H,16777208,2440,0,14-03-2025 13:20,80
XDB,12582906,384,0,14-03-2025 13:20,80
SYSAUX,8388604,4935054,59,14-03-2025 14:20,80
SYSTEM,12582906,2809208,22,14-03-2025 14:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 14:20,80
UNDOTBS1,41943020,609280,1,14-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 14:20,80
TEMP,125829060,12032,0,14-03-2025 14:20,80
TOOLS,88080342,8232,0,14-03-2025 14:20,80
USERS,4194302,2832,0,14-03-2025 14:20,80
WORK,12582906,384,0,14-03-2025 14:20,80
MONDB_H,16777208,2440,0,14-03-2025 14:20,80
XDB,12582906,384,0,14-03-2025 14:20,80
SYSAUX,8388604,4935454,59,14-03-2025 15:20,80
SYSTEM,12582906,2809208,22,14-03-2025 15:20,75
PERF_TBS,83886040,1773184,2,14-03-2025 15:20,80
UNDOTBS1,41943020,483328,1,14-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,14-03-2025 15:20,80
TEMP,125829060,12672,0,14-03-2025 15:20,80
TOOLS,88080342,8232,0,14-03-2025 15:20,80
USERS,4194302,2832,0,14-03-2025 15:20,80
