TABLESPACE_NAME,SIZE_GB,USED_GB,USED_PERCENT,COLLECTION_TIME,THRESHOLD
SYSAUX,8388604,4939246,59,03-03-2025 07:20,80
SYSTEM,12582906,2788024,22,03-03-2025 07:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 07:20,80
UNDOTBS1,41943020,294408,1,03-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 07:20,80
TEMP,125829060,6016,0,03-03-2025 07:20,80
TOOLS,88080342,8232,0,03-03-2025 07:20,80
USERS,4194302,2832,0,03-03-2025 07:20,80
WORK,12582906,384,0,03-03-2025 07:20,80
MONDB_H,16777208,2440,0,03-03-2025 07:20,80
XDB,12582906,384,0,03-03-2025 07:20,80
SYSAUX,8388604,4939822,59,03-03-2025 08:20,80
SYSTEM,12582906,2788024,22,03-03-2025 08:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 08:20,80
UNDOTBS1,41943020,856352,2,03-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 08:20,80
TEMP,125829060,7936,0,03-03-2025 08:20,80
TOOLS,88080342,8232,0,03-03-2025 08:20,80
USERS,4194302,2832,0,03-03-2025 08:20,80
WORK,12582906,384,0,03-03-2025 08:20,80
MONDB_H,16777208,2440,0,03-03-2025 08:20,80
XDB,12582906,384,0,03-03-2025 08:20,80
SYSAUX,8388604,4940502,59,03-03-2025 09:20,80
SYSTEM,12582906,2788024,22,03-03-2025 09:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 09:20,80
UNDOTBS1,41943020,552064,1,03-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 09:20,80
TEMP,125829060,8704,0,03-03-2025 09:20,80
TOOLS,88080342,8232,0,03-03-2025 09:20,80
USERS,4194302,2832,0,03-03-2025 09:20,80
WORK,12582906,384,0,03-03-2025 09:20,80
MONDB_H,16777208,2440,0,03-03-2025 09:20,80
XDB,12582906,384,0,03-03-2025 09:20,80
SYSAUX,8388604,4935078,59,03-03-2025 10:20,80
SYSTEM,12582906,2788024,22,03-03-2025 10:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 10:20,80
UNDOTBS1,41943020,376832,1,03-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 10:20,80
TEMP,125829060,11776,0,03-03-2025 10:20,80
TOOLS,88080342,8232,0,03-03-2025 10:20,80
USERS,4194302,2832,0,03-03-2025 10:20,80
WORK,12582906,384,0,03-03-2025 10:20,80
MONDB_H,16777208,2440,0,03-03-2025 10:20,80
XDB,12582906,384,0,03-03-2025 10:20,80
SYSAUX,8388604,4935654,59,03-03-2025 11:20,80
SYSTEM,12582906,2788024,22,03-03-2025 11:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 11:20,80
UNDOTBS1,41943020,405888,1,03-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 11:20,80
TEMP,125829060,12800,0,03-03-2025 11:20,80
TOOLS,88080342,8232,0,03-03-2025 11:20,80
USERS,4194302,2832,0,03-03-2025 11:20,80
WORK,12582906,384,0,03-03-2025 11:20,80
MONDB_H,16777208,2440,0,03-03-2025 11:20,80
XDB,12582906,384,0,03-03-2025 11:20,80
SYSAUX,8388604,4936070,59,03-03-2025 12:20,80
SYSTEM,12582906,2788024,22,03-03-2025 12:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 12:20,80
UNDOTBS1,41943020,527616,1,03-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 12:20,80
TEMP,125829060,14208,0,03-03-2025 12:20,80
TOOLS,88080342,8232,0,03-03-2025 12:20,80
USERS,4194302,2832,0,03-03-2025 12:20,80
WORK,12582906,384,0,03-03-2025 12:20,80
MONDB_H,16777208,2440,0,03-03-2025 12:20,80
XDB,12582906,384,0,03-03-2025 12:20,80
SYSAUX,8388604,4936886,59,03-03-2025 13:20,80
SYSTEM,12582906,2788024,22,03-03-2025 13:20,75
UNDOTBS1,41943020,4212992,10,03-03-2025 13:20,80
PERF_TBS,83886040,1764736,2,03-03-2025 13:20,80
MONDB_H,16777208,2440,0,03-03-2025 13:20,80
TEMP,125829060,14848,0,03-03-2025 13:20,80
TOOLS,88080342,8232,0,03-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 13:20,80
USERS,4194302,2832,0,03-03-2025 13:20,80
WORK,12582906,384,0,03-03-2025 13:20,80
XDB,12582906,384,0,03-03-2025 13:20,80
SYSAUX,8388604,4937302,59,03-03-2025 14:20,80
SYSTEM,12582906,2788024,22,03-03-2025 14:20,75
UNDOTBS1,41943020,1069824,3,03-03-2025 14:20,80
PERF_TBS,83886040,1764736,2,03-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 14:20,80
TEMP,125829060,15488,0,03-03-2025 14:20,80
TOOLS,88080342,8232,0,03-03-2025 14:20,80
USERS,4194302,2832,0,03-03-2025 14:20,80
WORK,12582906,384,0,03-03-2025 14:20,80
MONDB_H,16777208,2440,0,03-03-2025 14:20,80
XDB,12582906,384,0,03-03-2025 14:20,80
SYSAUX,8388604,4938870,59,03-03-2025 15:20,80
SYSTEM,12582906,2788024,22,03-03-2025 15:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 15:20,80
UNDOTBS1,41943020,510720,1,03-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 15:20,80
TEMP,125829060,16896,0,03-03-2025 15:20,80
TOOLS,88080342,8232,0,03-03-2025 15:20,80
USERS,4194302,2832,0,03-03-2025 15:20,80
WORK,12582906,384,0,03-03-2025 15:20,80
MONDB_H,16777208,2440,0,03-03-2025 15:20,80
XDB,12582906,384,0,03-03-2025 15:20,80
SYSAUX,8388604,4939542,59,03-03-2025 16:20,80
SYSTEM,12582906,2788024,22,03-03-2025 16:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 16:20,80
UNDOTBS1,41943020,495232,1,03-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 16:20,80
TEMP,125829060,18048,0,03-03-2025 16:20,80
TOOLS,88080342,8232,0,03-03-2025 16:20,80
USERS,4194302,2832,0,03-03-2025 16:20,80
WORK,12582906,384,0,03-03-2025 16:20,80
MONDB_H,16777208,2440,0,03-03-2025 16:20,80
XDB,12582906,384,0,03-03-2025 16:20,80
SYSAUX,8388604,4939822,59,03-03-2025 17:20,80
SYSTEM,12582906,2788024,22,03-03-2025 17:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 17:20,80
UNDOTBS1,41943020,494464,1,03-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 17:20,80
TEMP,125829060,18176,0,03-03-2025 17:20,80
TOOLS,88080342,8232,0,03-03-2025 17:20,80
USERS,4194302,2832,0,03-03-2025 17:20,80
WORK,12582906,384,0,03-03-2025 17:20,80
MONDB_H,16777208,2440,0,03-03-2025 17:20,80
XDB,12582906,384,0,03-03-2025 17:20,80
SYSAUX,8388604,4939974,59,03-03-2025 18:20,80
SYSTEM,12582906,2788024,22,03-03-2025 18:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 18:20,80
UNDOTBS1,41943020,360192,1,03-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 18:20,80
TEMP,125829060,18176,0,03-03-2025 18:20,80
TOOLS,88080342,8232,0,03-03-2025 18:20,80
USERS,4194302,2832,0,03-03-2025 18:20,80
WORK,12582906,384,0,03-03-2025 18:20,80
MONDB_H,16777208,2440,0,03-03-2025 18:20,80
XDB,12582906,384,0,03-03-2025 18:20,80
SYSAUX,8388604,4941150,59,03-03-2025 19:20,80
SYSTEM,12582906,2788024,22,03-03-2025 19:20,75
PERF_TBS,83886040,1764736,2,03-03-2025 19:20,80
UNDOTBS1,41943020,599680,1,03-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,03-03-2025 19:20,80
TEMP,125829060,17152,0,03-03-2025 19:20,80
TOOLS,88080342,8232,0,03-03-2025 19:20,80
USERS,4194302,2832,0,03-03-2025 19:20,80
WORK,12582906,384,0,03-03-2025 19:20,80
MONDB_H,16777208,2440,0,03-03-2025 19:20,80
XDB,12582906,384,0,03-03-2025 19:20,80
SYSAUX,8388604,4945750,59,04-03-2025 02:20,80
SYSTEM,12582906,2788024,22,04-03-2025 02:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 02:20,80
UNDOTBS1,41943020,418568,1,04-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 02:20,80
TEMP,125829060,3840,0,04-03-2025 02:20,80
TOOLS,88080342,8232,0,04-03-2025 02:20,80
USERS,4194302,2832,0,04-03-2025 02:20,80
WORK,12582906,384,0,04-03-2025 02:20,80
MONDB_H,16777208,2440,0,04-03-2025 02:20,80
XDB,12582906,384,0,04-03-2025 02:20,80
SYSAUX,8388604,4946182,59,04-03-2025 03:20,80
SYSTEM,12582906,2788024,22,04-03-2025 03:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 03:20,80
UNDOTBS1,41943020,360712,1,04-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 03:20,80
TEMP,125829060,4608,0,04-03-2025 03:20,80
TOOLS,88080342,8232,0,04-03-2025 03:20,80
USERS,4194302,2832,0,04-03-2025 03:20,80
WORK,12582906,384,0,04-03-2025 03:20,80
MONDB_H,16777208,2440,0,04-03-2025 03:20,80
XDB,12582906,384,0,04-03-2025 03:20,80
SYSAUX,8388604,4945622,59,04-03-2025 04:20,80
SYSTEM,12582906,2788024,22,04-03-2025 04:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 04:20,80
UNDOTBS1,41943020,374656,1,04-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 04:20,80
TEMP,125829060,4992,0,04-03-2025 04:20,80
TOOLS,88080342,8232,0,04-03-2025 04:20,80
USERS,4194302,2832,0,04-03-2025 04:20,80
WORK,12582906,384,0,04-03-2025 04:20,80
MONDB_H,16777208,2440,0,04-03-2025 04:20,80
XDB,12582906,384,0,04-03-2025 04:20,80
SYSAUX,8388604,4946054,59,04-03-2025 05:20,80
SYSTEM,12582906,2788024,22,04-03-2025 05:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 05:20,80
UNDOTBS1,41943020,377216,1,04-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 05:20,80
TEMP,125829060,5760,0,04-03-2025 05:20,80
TOOLS,88080342,8232,0,04-03-2025 05:20,80
USERS,4194302,2832,0,04-03-2025 05:20,80
WORK,12582906,384,0,04-03-2025 05:20,80
MONDB_H,16777208,2440,0,04-03-2025 05:20,80
XDB,12582906,384,0,04-03-2025 05:20,80
SYSAUX,8388604,4947102,59,04-03-2025 06:20,80
SYSTEM,12582906,2788024,22,04-03-2025 06:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 06:20,80
UNDOTBS1,41943020,289424,1,04-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 06:20,80
TEMP,125829060,6016,0,04-03-2025 06:20,80
TOOLS,88080342,8232,0,04-03-2025 06:20,80
USERS,4194302,2832,0,04-03-2025 06:20,80
WORK,12582906,384,0,04-03-2025 06:20,80
MONDB_H,16777208,2440,0,04-03-2025 06:20,80
XDB,12582906,384,0,04-03-2025 06:20,80
SYSAUX,8388604,4947534,59,04-03-2025 07:20,80
SYSTEM,12582906,2788024,22,04-03-2025 07:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 07:20,80
UNDOTBS1,41943020,450944,1,04-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 07:20,80
TEMP,125829060,6400,0,04-03-2025 07:20,80
TOOLS,88080342,8232,0,04-03-2025 07:20,80
USERS,4194302,2832,0,04-03-2025 07:20,80
WORK,12582906,384,0,04-03-2025 07:20,80
MONDB_H,16777208,2440,0,04-03-2025 07:20,80
XDB,12582906,384,0,04-03-2025 07:20,80
SYSAUX,8388604,4947846,59,04-03-2025 08:20,80
SYSTEM,12582906,2788024,22,04-03-2025 08:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 08:20,80
UNDOTBS1,41943020,451328,1,04-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 08:20,80
TEMP,125829060,7552,0,04-03-2025 08:20,80
TOOLS,88080342,8232,0,04-03-2025 08:20,80
USERS,4194302,2832,0,04-03-2025 08:20,80
WORK,12582906,384,0,04-03-2025 08:20,80
MONDB_H,16777208,2440,0,04-03-2025 08:20,80
XDB,12582906,384,0,04-03-2025 08:20,80
SYSAUX,8388604,4948422,59,04-03-2025 09:20,80
SYSTEM,12582906,2788024,22,04-03-2025 09:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 09:20,80
UNDOTBS1,41943020,359296,1,04-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 09:20,80
TEMP,125829060,11008,0,04-03-2025 09:20,80
TOOLS,88080342,8232,0,04-03-2025 09:20,80
USERS,4194302,2832,0,04-03-2025 09:20,80
WORK,12582906,384,0,04-03-2025 09:20,80
MONDB_H,16777208,2440,0,04-03-2025 09:20,80
XDB,12582906,384,0,04-03-2025 09:20,80
SYSAUX,8388604,4943118,59,04-03-2025 10:20,80
SYSTEM,12582906,2788024,22,04-03-2025 10:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 10:20,80
UNDOTBS1,41943020,364928,1,04-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 10:20,80
TEMP,125829060,12928,0,04-03-2025 10:20,80
TOOLS,88080342,8232,0,04-03-2025 10:20,80
USERS,4194302,2832,0,04-03-2025 10:20,80
WORK,12582906,384,0,04-03-2025 10:20,80
MONDB_H,16777208,2440,0,04-03-2025 10:20,80
XDB,12582906,384,0,04-03-2025 10:20,80
SYSAUX,8388604,4944542,59,04-03-2025 11:20,80
SYSTEM,12582906,2788024,22,04-03-2025 11:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 11:20,80
UNDOTBS1,41943020,371208,1,04-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 11:20,80
TEMP,125829060,14080,0,04-03-2025 11:20,80
TOOLS,88080342,8232,0,04-03-2025 11:20,80
USERS,4194302,2832,0,04-03-2025 11:20,80
WORK,12582906,384,0,04-03-2025 11:20,80
MONDB_H,16777208,2440,0,04-03-2025 11:20,80
XDB,12582906,384,0,04-03-2025 11:20,80
SYSAUX,8388604,4944958,59,04-03-2025 12:20,80
SYSTEM,12582906,2788024,22,04-03-2025 12:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 12:20,80
UNDOTBS1,41943020,481424,1,04-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 12:20,80
TEMP,125829060,14336,0,04-03-2025 12:20,80
TOOLS,88080342,8232,0,04-03-2025 12:20,80
USERS,4194302,2832,0,04-03-2025 12:20,80
WORK,12582906,384,0,04-03-2025 12:20,80
MONDB_H,16777208,2440,0,04-03-2025 12:20,80
XDB,12582906,384,0,04-03-2025 12:20,80
SYSAUX,8388604,4946678,59,04-03-2025 13:20,80
SYSTEM,12582906,2788024,22,04-03-2025 13:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 13:20,80
UNDOTBS1,41943020,925328,2,04-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 13:20,80
TEMP,125829060,15104,0,04-03-2025 13:20,80
TOOLS,88080342,8232,0,04-03-2025 13:20,80
USERS,4194302,2832,0,04-03-2025 13:20,80
WORK,12582906,384,0,04-03-2025 13:20,80
MONDB_H,16777208,2440,0,04-03-2025 13:20,80
XDB,12582906,384,0,04-03-2025 13:20,80
SYSAUX,8388604,4946966,59,04-03-2025 14:20,80
SYSTEM,12582906,2788024,22,04-03-2025 14:20,75
UNDOTBS1,41943020,2085400,5,04-03-2025 14:20,80
PERF_TBS,83886040,1764736,2,04-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 14:20,80
TEMP,125829060,16128,0,04-03-2025 14:20,80
TOOLS,88080342,8232,0,04-03-2025 14:20,80
USERS,4194302,2832,0,04-03-2025 14:20,80
WORK,12582906,384,0,04-03-2025 14:20,80
MONDB_H,16777208,2440,0,04-03-2025 14:20,80
XDB,12582906,384,0,04-03-2025 14:20,80
SYSAUX,8388604,4946974,59,04-03-2025 15:20,80
SYSTEM,12582906,2788024,22,04-03-2025 15:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 15:20,80
UNDOTBS1,41943020,512520,1,04-03-2025 15:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 15:20,80
TEMP,125829060,16896,0,04-03-2025 15:20,80
TOOLS,88080342,8232,0,04-03-2025 15:20,80
USERS,4194302,2832,0,04-03-2025 15:20,80
WORK,12582906,384,0,04-03-2025 15:20,80
MONDB_H,16777208,2440,0,04-03-2025 15:20,80
XDB,12582906,384,0,04-03-2025 15:20,80
SYSAUX,8388604,4948126,59,04-03-2025 16:20,80
SYSTEM,12582906,2788024,22,04-03-2025 16:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 16:20,80
UNDOTBS1,41943020,465416,1,04-03-2025 16:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 16:20,80
TEMP,125829060,17408,0,04-03-2025 16:20,80
TOOLS,88080342,8232,0,04-03-2025 16:20,80
USERS,4194302,2832,0,04-03-2025 16:20,80
WORK,12582906,384,0,04-03-2025 16:20,80
MONDB_H,16777208,2440,0,04-03-2025 16:20,80
XDB,12582906,384,0,04-03-2025 16:20,80
SYSAUX,8388604,4949446,59,04-03-2025 17:20,80
SYSTEM,12582906,2788024,22,04-03-2025 17:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 17:20,80
UNDOTBS1,41943020,457472,1,04-03-2025 17:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 17:20,80
TEMP,125829060,17280,0,04-03-2025 17:20,80
TOOLS,88080342,8232,0,04-03-2025 17:20,80
USERS,4194302,2832,0,04-03-2025 17:20,80
WORK,12582906,384,0,04-03-2025 17:20,80
MONDB_H,16777208,2440,0,04-03-2025 17:20,80
XDB,12582906,384,0,04-03-2025 17:20,80
SYSAUX,8388604,4949710,59,04-03-2025 18:20,80
SYSTEM,12582906,2788024,22,04-03-2025 18:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 18:20,80
UNDOTBS1,41943020,375424,1,04-03-2025 18:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 18:20,80
TEMP,125829060,17280,0,04-03-2025 18:20,80
TOOLS,88080342,8232,0,04-03-2025 18:20,80
USERS,4194302,2832,0,04-03-2025 18:20,80
WORK,12582906,384,0,04-03-2025 18:20,80
MONDB_H,16777208,2440,0,04-03-2025 18:20,80
XDB,12582906,384,0,04-03-2025 18:20,80
SYSAUX,8388604,4950118,59,04-03-2025 19:20,80
SYSTEM,12582906,2788024,22,04-03-2025 19:20,75
PERF_TBS,83886040,1764736,2,04-03-2025 19:20,80
UNDOTBS1,41943020,617344,1,04-03-2025 19:20,80
AUDIT_DATA,209715100,6400,0,04-03-2025 19:20,80
TEMP,125829060,17280,0,04-03-2025 19:20,80
TOOLS,88080342,8232,0,04-03-2025 19:20,80
USERS,4194302,2832,0,04-03-2025 19:20,80
WORK,12582906,384,0,04-03-2025 19:20,80
MONDB_H,16777208,2440,0,04-03-2025 19:20,80
XDB,12582906,384,0,04-03-2025 19:20,80
SYSAUX,8388604,4954030,59,05-03-2025 02:20,80
SYSTEM,12582906,2788024,22,05-03-2025 02:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 02:20,80
UNDOTBS1,41943020,513664,1,05-03-2025 02:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 02:20,80
TEMP,125829060,3456,0,05-03-2025 02:20,80
TOOLS,88080342,8232,0,05-03-2025 02:20,80
USERS,4194302,2832,0,05-03-2025 02:20,80
WORK,12582906,384,0,05-03-2025 02:20,80
MONDB_H,16777208,2440,0,05-03-2025 02:20,80
XDB,12582906,384,0,05-03-2025 02:20,80
SYSAUX,8388604,4954046,59,05-03-2025 03:20,80
SYSTEM,12582906,2788024,22,05-03-2025 03:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 03:20,80
UNDOTBS1,41943020,455936,1,05-03-2025 03:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 03:20,80
TEMP,125829060,3456,0,05-03-2025 03:20,80
TOOLS,88080342,8232,0,05-03-2025 03:20,80
USERS,4194302,2832,0,05-03-2025 03:20,80
WORK,12582906,384,0,05-03-2025 03:20,80
MONDB_H,16777208,2440,0,05-03-2025 03:20,80
XDB,12582906,384,0,05-03-2025 03:20,80
SYSAUX,8388604,4953766,59,05-03-2025 04:20,80
SYSTEM,12582906,2788024,22,05-03-2025 04:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 04:20,80
UNDOTBS1,41943020,407424,1,05-03-2025 04:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 04:20,80
TEMP,125829060,5248,0,05-03-2025 04:20,80
TOOLS,88080342,8232,0,05-03-2025 04:20,80
USERS,4194302,2832,0,05-03-2025 04:20,80
WORK,12582906,384,0,05-03-2025 04:20,80
MONDB_H,16777208,2440,0,05-03-2025 04:20,80
XDB,12582906,384,0,05-03-2025 04:20,80
SYSAUX,8388604,4954830,59,05-03-2025 05:20,80
SYSTEM,12582906,2788024,22,05-03-2025 05:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 05:20,80
UNDOTBS1,41943020,361984,1,05-03-2025 05:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 05:20,80
TEMP,125829060,6016,0,05-03-2025 05:20,80
TOOLS,88080342,8232,0,05-03-2025 05:20,80
USERS,4194302,2832,0,05-03-2025 05:20,80
WORK,12582906,384,0,05-03-2025 05:20,80
MONDB_H,16777208,2440,0,05-03-2025 05:20,80
XDB,12582906,384,0,05-03-2025 05:20,80
SYSAUX,8388604,4955222,59,05-03-2025 06:20,80
SYSTEM,12582906,2788024,22,05-03-2025 06:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 06:20,80
UNDOTBS1,41943020,325776,1,05-03-2025 06:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 06:20,80
TEMP,125829060,6016,0,05-03-2025 06:20,80
TOOLS,88080342,8232,0,05-03-2025 06:20,80
USERS,4194302,2832,0,05-03-2025 06:20,80
WORK,12582906,384,0,05-03-2025 06:20,80
MONDB_H,16777208,2440,0,05-03-2025 06:20,80
XDB,12582906,384,0,05-03-2025 06:20,80
SYSAUX,8388604,4955694,59,05-03-2025 07:20,80
SYSTEM,12582906,2788024,22,05-03-2025 07:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 07:20,80
UNDOTBS1,41943020,394768,1,05-03-2025 07:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 07:20,80
TEMP,125829060,179840,0,05-03-2025 07:20,80
TOOLS,88080342,8232,0,05-03-2025 07:20,80
USERS,4194302,2832,0,05-03-2025 07:20,80
WORK,12582906,384,0,05-03-2025 07:20,80
MONDB_H,16777208,2440,0,05-03-2025 07:20,80
XDB,12582906,384,0,05-03-2025 07:20,80
SYSAUX,8388604,4956470,59,05-03-2025 08:20,80
SYSTEM,12582906,2788024,22,05-03-2025 08:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 08:20,80
UNDOTBS1,41943020,545688,1,05-03-2025 08:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 08:20,80
TEMP,125829060,7680,0,05-03-2025 08:20,80
TOOLS,88080342,8232,0,05-03-2025 08:20,80
USERS,4194302,2832,0,05-03-2025 08:20,80
WORK,12582906,384,0,05-03-2025 08:20,80
MONDB_H,16777208,2440,0,05-03-2025 08:20,80
XDB,12582906,384,0,05-03-2025 08:20,80
SYSAUX,8388604,4957086,59,05-03-2025 09:20,80
SYSTEM,12582906,2788024,22,05-03-2025 09:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 09:20,80
UNDOTBS1,41943020,628736,1,05-03-2025 09:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 09:20,80
TEMP,125829060,10496,0,05-03-2025 09:20,80
TOOLS,88080342,8232,0,05-03-2025 09:20,80
USERS,4194302,2832,0,05-03-2025 09:20,80
WORK,12582906,384,0,05-03-2025 09:20,80
MONDB_H,16777208,2440,0,05-03-2025 09:20,80
XDB,12582906,384,0,05-03-2025 09:20,80
SYSAUX,8388604,4953078,59,05-03-2025 10:20,80
SYSTEM,12582906,2788024,22,05-03-2025 10:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 10:20,80
UNDOTBS1,41943020,359176,1,05-03-2025 10:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 10:20,80
TEMP,125829060,12416,0,05-03-2025 10:20,80
TOOLS,88080342,8232,0,05-03-2025 10:20,80
USERS,4194302,2832,0,05-03-2025 10:20,80
WORK,12582906,384,0,05-03-2025 10:20,80
MONDB_H,16777208,2440,0,05-03-2025 10:20,80
XDB,12582906,384,0,05-03-2025 10:20,80
SYSAUX,8388604,4953510,59,05-03-2025 11:20,80
SYSTEM,12582906,2788024,22,05-03-2025 11:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 11:20,80
UNDOTBS1,41943020,330888,1,05-03-2025 11:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 11:20,80
TEMP,125829060,15232,0,05-03-2025 11:20,80
TOOLS,88080342,8232,0,05-03-2025 11:20,80
USERS,4194302,2832,0,05-03-2025 11:20,80
WORK,12582906,384,0,05-03-2025 11:20,80
MONDB_H,16777208,2440,0,05-03-2025 11:20,80
XDB,12582906,384,0,05-03-2025 11:20,80
SYSAUX,8388604,4953918,59,05-03-2025 12:20,80
SYSTEM,12582906,2788024,22,05-03-2025 12:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 12:20,80
UNDOTBS1,41943020,376704,1,05-03-2025 12:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 12:20,80
TEMP,125829060,15744,0,05-03-2025 12:20,80
TOOLS,88080342,8232,0,05-03-2025 12:20,80
USERS,4194302,2832,0,05-03-2025 12:20,80
WORK,12582906,384,0,05-03-2025 12:20,80
MONDB_H,16777208,2440,0,05-03-2025 12:20,80
XDB,12582906,384,0,05-03-2025 12:20,80
SYSAUX,8388604,4954822,59,05-03-2025 13:20,80
SYSTEM,12582906,2788024,22,05-03-2025 13:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 13:20,80
UNDOTBS1,41943020,537728,1,05-03-2025 13:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 13:20,80
TEMP,125829060,16512,0,05-03-2025 13:20,80
TOOLS,88080342,8232,0,05-03-2025 13:20,80
USERS,4194302,2832,0,05-03-2025 13:20,80
WORK,12582906,384,0,05-03-2025 13:20,80
MONDB_H,16777208,2440,0,05-03-2025 13:20,80
XDB,12582906,384,0,05-03-2025 13:20,80
SYSAUX,8388604,4955214,59,05-03-2025 14:20,80
SYSTEM,12582906,2788024,22,05-03-2025 14:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 14:20,80
UNDOTBS1,41943020,710784,2,05-03-2025 14:20,80
AUDIT_DATA,209715100,6400,0,05-03-2025 14:20,80
TEMP,125829060,17664,0,05-03-2025 14:20,80
TOOLS,88080342,8232,0,05-03-2025 14:20,80
USERS,4194302,2832,0,05-03-2025 14:20,80
WORK,12582906,384,0,05-03-2025 14:20,80
MONDB_H,16777208,2440,0,05-03-2025 14:20,80
XDB,12582906,384,0,05-03-2025 14:20,80
SYSAUX,8388604,4955310,59,05-03-2025 15:20,80
SYSTEM,12582906,2788024,22,05-03-2025 15:20,75
PERF_TBS,83886040,1764736,2,05-03-2025 15:20,80
UNDOTBS1,41943020,400640,1,05-03-2025 15:20,80
